AsOfDate,DataSource,Nsp_Account_Id,Account_Symbol,Src_Sec_Id,sds_id,Units,Market_Price,Market_Value_Amt_Func,Market_Value_Amt_Rpt,Market_Value_Amt_Lcl,WeightFunc,Amort_Value,Src_Ticker_Symbol,AccruedIncome_Func,AccruedIncome_Rpt,AccruedIncome_Lcl,SecIdtype,SecClassId,Contract_size,Trading_Units,Custom_Sec_Ind,Amort_Price,Reconciled_Flg,Func_Currency_Cd,Func_Currency_Id,Src_MarketValue_Local_Currency_Cd,Src_MarketValue_Local_Currency_Id,Src_Income_Local_Currency_Cd,Src_Income_local_Currency_Id,Short_Term_Flg,Src_Account_Nbr,Dup_Account_Symbol,Major_Issue_Cd,Minor_Issue_Cd,Is_Active,Valid_Start_Dt,Originating_Inc_Curr_Cd,Originating_Principal_Curr_Cd,ISSUE_TYPE_CD,SCREEN_GRP_CD,Src_Functional_Currency_Cd,Src_Futures_GainLoss_Amt_Func,Src_Futures_GainLoss_Amt_Rpt,Swap_Ind,Primary_Spread,Primary_Spread_Type,Effective_Spread,Effective_Spread_Type,Sec_class_Lvl1_cd,Sec_class_Lvl1,Sec_class_Lvl2_cd,Sec_class_Lvl2,Sec_class_Lvl3_cd,Sec_class_Lvl3,SRC_LIN,SRC_LOANXID,CINS,CUSIP,IDBBUNIQUE,ISIN,SEDOL1,SEDOL2,TICKER,EXCHANGE_CD,PARAMOUNT_FUNC,PARAMOUNT_RPT,TKR_AND_EXCH_CD,BookValue_Func,BookValue_Rpt,BookValue_Lcl,Cost_Func,Cost_Rpt,Cost_Lcl,OPS_Notional_Amt,OPS_Notional_Amt_Curr,IDBBGLOBAL,EXPOSURE_FUNC,EXPOSURE_LCL,EXPOSURE_RPT,BALOFFBALVAL_FUNC,BALOFFBALVAL_LCL,BALOFFBALVAL_RPT,BANK_LOAN_OUTSTANDING,SRC_OSI_ID,NET_VM_FUNC,NET_VM_LCL,NET_VM_RPT
20201104,SCD,2,LATFCALFS,544647DC1,,1250000,122.754,1534425,1534425,1534425,0.284601,0,,0,0,0,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,544647DC1,FF000FFDB74,US544647DC17,,,LOSSCD,,,,,1508350,1508350,1508350,1508350,1508350,1508350,0,,BBG00XZC5WB4,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,544647DD9,,1000000,121.703,1217030,1217030,1217030,0.225732,0,,0,0,0,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,544647DD9,FF000FFDB75,US544647DD99,,,LOSSCD,,,,,1194890,1194890,1194890,1194890,1194890,1194890,0,,BBG00XZC5WC3,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,55374SAC4,,520000,157.005,816426,816426,816426,0.151429,-10977.51,,375.56,375.56,375.56,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,55374SAC4,FF000E2DF19,US55374SAC44,B5VT646,,MSRPWR,,,,,720262.6,720262.6,720262.6,720262.6,720262.6,720262.6,0,,BBG0011Y30H9,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,55374SAD2,,1910000,126.336,2413017.6,2413017.6,2413017.6,0.44756,-79730.43,,1299.86,1299.86,1299.86,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,55374SAD2,FF000E2DF1A,US55374SAD27,B75J185,,MSRPWR,,,,,2406548.8,2406548.8,2406548.8,2406548.8,2406548.8,2406548.8,0,,BBG0011ZJCM7,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,55374SAF7,,2305000,157.005,3618965.25,3618965.25,3618965.25,0.671236,-85684.3,,1664.72,1664.72,1664.72,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,55374SAF7,FF000E2DF1C,US55374SAF74,B5KRH59,,MSRPWR,,,,,3205604.8,3205604.8,3205604.8,3205604.8,3205604.8,3205604.8,0,,BBG0011ZJCN6,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,55374SAH3,,2500000,153.801,3845025,3845025,3845025,0.713165,-92652.11,,1944.44,1944.44,1944.44,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,55374SAH3,FF000E2DF32,US55374SAH31,,,MSRPWR,,,,,3207810,3207810,3207810,3207810,3207810,3207810,0,,BBG0011ZQTH8,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,56782TAT9,,1000000,110.584,1105840,1105840,1105840,0.205108,-276.6,,10444.44,10444.44,10444.44,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,56782TAT9,FF000F2687D,US56782TAT97,,,MRHMED,,,,,1016900,1016900,1016900,1016900,1016900,1016900,0,,BBG00B9SWQ65,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,59572CAS6,,1950000,120.06,2341170,2341170,2341170,0.434234,-11286.67,,9208.33,9208.33,9208.33,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,59572CAS6,FF000FDF08E,US59572CAS61,,,MFPGEN,,,,,2416059,2416059,2416059,2416059,2416059,2416059,0,,BBG00S4ZMQP7,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,604617BY5,,1000000,97.799,977990,977990,977990,0.181395,1182.81,,3166.67,3166.67,3166.67,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,604617BY5,FF000FF2FF4,US604617BY52,,,MIRHGR,,,,,983140,983140,983140,983140,983140,983140,0,,BBG00WS71KH9,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,62412PBN5,,1750000,114.811,2009192.5,2009192.5,2009192.5,0.37266,1442.71,,1166.67,1166.67,1166.67,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,62412PBN5,FF000FFD5DE,US62412PBN50,,,MTHFIN,,,,,1971112.5,1971112.5,1971112.5,1971112.5,1971112.5,1971112.5,0,,BBG00XYJ10C3,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,6.45E+49,,2415000,114.028,2753776.2,2753776.2,2753776.2,0.510763,-3987.73,,25223.33,25223.33,25223.33,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,6.45E+49,FF000F83B31,US645002E444,,,NWHSCD,,,,,2504923.35,2504923.35,2504923.35,2504923.35,2504923.35,2504923.35,0,,BBG00HTSX244,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,645002G67,,1250000,115.666,1445825,1445825,1445825,0.268168,-1192.47,,13055.56,13055.56,13055.56,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,645002G67,FF000FDC2B3,US645002G670,,,NWHSCD,,,,,1331850,1331850,1331850,1331850,1331850,1331850,0,,BBG00RN57TT1,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,652113XE6,,1325000,51.036,676227,676227,676227,0.125425,51474.45,,0,0,0,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,652113XE6,FF000F78478,US652113XE66,,,NPTSCD,,,,,541964.75,541964.75,541964.75,541964.75,541964.75,541964.75,0,,BBG00H57M863,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,652113XJ5,,2000000,42.728,854560,854560,854560,0.158502,92223.23,,0,0,0,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,652113XJ5,FF000F7847C,US652113XJ53,,,NPTSCD,,,,,662530,662530,662530,662530,662530,662530,0,,BBG00H57M8B7,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,661334FN7,,2000000,107.136,2142720,2142720,2142720,0.397426,5644.4,,14361.11,14361.11,14361.11,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,661334FN7,FF000FBEC72,US661334FN79,,,NORHGR,,,,,1970360,1970360,1970360,1970360,1970360,1970360,0,,BBG00P9JXFR4,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,66483PAH4,,1875000,99.077,1857693.75,1857693.75,1857693.75,0.34456,215665.7,,4063.01,4063.01,4063.01,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,66483PAH4,FF000DCFB74,US66483PAH47,,,NORPWR,,,,,1728000,1728000,1728000,1728000,1728000,1728000,0,,BBG0010R2H16,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,664840AD7,,3000000,111.613,3348390,3348390,3348390,0.621051,1168900.81,,41333.33,41333.33,41333.33,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,664840AD7,FF000FAEE98,US664840AD77,,,NCEPWR,,,,,3127840,3127840,3127840,3127840,3127840,3127840,0,,BBG00MS1FTH0,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,675383RL9,,2030000,113.935,2312880.5,2312880.5,2312880.5,0.428987,-144.09,,21202.22,21202.22,21202.22,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,675383RL9,FF000FC0DAE,US675383RL93,,,OCESCD,,,,,2180531.7,2180531.7,2180531.7,2180531.7,2180531.7,2180531.7,0,,BBG00PG2VN34,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,684133KX8,,1000000,115.581,1155810,1155810,1155810,0.214377,531.6,,10444.44,10444.44,10444.44,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,684133KX8,FF000F9C0E3,US684133KX83,,,ORASCD,,,,,1031860,1031860,1031860,1031860,1031860,1031860,0,,BBG00L2BSLD5,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,684212FW8,,575000,123.853,712154.75,712154.75,712154.75,0.132089,-6248.34,,9902.78,9902.78,9902.78,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,684212FW8,FF000FBADC3,US684212FW85,,,ORAAPT,,,,,690953.25,690953.25,690953.25,690953.25,690953.25,690953.25,0,,BBG00P1HYN16,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,687241AL3,,2000000,107.928,2158560,2158560,2158560,0.400364,-4433.17,,9916.67,9916.67,9916.67,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,687241AL3,FF000FB3216,US687241AL32,,,OROMED,,,,,2268900,2268900,2268900,2268900,2268900,2268900,0,,BBG00NBFKCM0,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,697528AR8,,1250000,114.271,1428387.5,1428387.5,1428387.5,0.264934,-9238,,694.44,694.44,694.44,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,697528AR8,FF000F4FF19,US697528AR88,,,PMRMED,,,,,1406625,1406625,1406625,1406625,1406625,1406625,0,,BBG00DWTWJY8,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,697528AT4,,1650000,113.241,1868476.5,1868476.5,1868476.5,0.34656,-14658.08,,916.67,916.67,916.67,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,697528AT4,FF000F523F1,US697528AT45,,,PMRMED,,,,,1804222,1804222,1804222,1804222,1804222,1804222,0,,BBG00DZH1548,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,697528AV9,,4475000,114.527,5125083.25,5125083.25,5125083.25,0.950587,-10850.15,,2486.11,2486.11,2486.11,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,697528AV9,FF000F8EB86,US697528AV90,,,PMRMED,,,,,5145567.35,5145567.35,5145567.35,5145567.35,5145567.35,5145567.35,0,,BBG00JLWFK49,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,698118JU1,,1510000,104.522,1578282.2,1578282.2,1578282.2,0.292736,1762.5,,10349.79,10349.79,10349.79,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,698118JU1,FF000FCEC90,US698118JU13,,,PANSCD,,,,,1490525,1490525,1490525,1490525,1490525,1490525,0,,BBG00QK3BMD8,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,714398KE3,,1000000,105.698,1056980,1056980,1056980,0.196046,1673.26,,5333.33,5333.33,5333.33,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,714398KE3,FF000FC3CB6,US714398KE32,,,PERSCD,,,,,984340,984340,984340,984340,984340,984340,0,,BBG00PPRLVX9,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,735000PU9,,1250000,102.329,1279112.5,1279112.5,1279112.5,0.237246,2891.2,,711.81,711.81,711.81,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,735000PU9,FF000E7C895,US735000PU99,,,PTOTRN,,,,,1238425,1238425,1238425,1238425,1238425,1238425,0,,BBG001YQQ4J5,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,73885QHE2,,1770000,120.51,2133027,2133027,2133027,0.395628,-32368.9,,15733.33,15733.33,15733.33,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,73885QHE2,FF000F11E12,US73885QHE26,,,POWEDU,,,,,1953277.8,1953277.8,1953277.8,1953277.8,1953277.8,1953277.8,0,,BBG008P32782,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,74514LWA1,,2000000,67.75,1355000,1355000,1355000,0.251322,-962390.89,,0,0,0,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,74514LWA1,FF000E3CF57,US74514LWA15,,,PRC,,,,,1277500,1277500,1277500,1277500,1277500,1277500,0,,BBG00125B448,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,745160RC7,,1005000,103.25,1037662.5,1037662.5,1037662.5,0.192463,-142.36,,18173.75,18173.75,18173.75,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,745160RC7,FF000E90291,US745160RC78,,,PRCUTL,,,,,1002863.5,1002863.5,1002863.5,1002863.5,1002863.5,1002863.5,0,,BBG002NCMKT3,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,74526QN57,,255000,69.625,177543.75,177543.75,177543.75,0.03293,28049.97,,0,0,0,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,74526QN57,FF000FBF5ED,US74526QN574,,,PRCPWR,,,,,121077.24,121077.24,121077.24,134000,134000,134000,0,,BBG00PBW0QB1,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,74526QU34,,115000,69.625,80068.75,80068.75,80068.75,0.014851,4345.58,,0,0,0,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,74526QU34,FF000FBF6BD,US74526QU348,,,PRCPWR,,,,,29096.77,29096.77,29096.77,70000,70000,70000,0,,BBG00PC0F8Z8,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,74526QV58,,450000,72.125,324562.5,324562.5,324562.5,0.060199,6569.97,,0,0,0,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,74526QV58,FF000FBF58D,US74526QV585,,,PRCPWR,,,,,33757.36,33757.36,33757.36,258000,258000,258000,0,,BBG00PBVTVY6,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,74529JPV1,,88000,104.665,92105.2,92105.2,92105.2,0.017083,-15704.93,,1379.16,1379.16,1379.16,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,74529JPV1,FF000FB3109,US74529JPV16,BJHMTZ9,,PRCGEN,,,,,199383.29,199383.29,199383.29,194590,194590,194590,0,,BBG00NBC3J96,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,74529JPW9,,296000,105.483,312229.68,312229.68,312229.68,0.057912,587.59,,4842.89,4842.89,4842.89,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,74529JPW9,FF000FB310A,US74529JPW98,BJHMV08,,PRCGEN,,,,,247463.93,247463.93,247463.93,242670.64,242670.64,242670.64,0,,BBG00NBC3JB3,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,74529JPX7,,1139000,106.983,1218536.37,1218536.37,1218536.37,0.226011,618.14,,19616.11,19616.11,19616.11,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,74529JPX7,FF000FB310B,US74529JPX71,BJHMV19,,PRCGEN,,,,,771630.7,771630.7,771630.7,766837.41,766837.41,766837.41,0,,BBG00NBC3JC2,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,74529JQD0,,352000,78.501,276323.52,276323.52,276323.52,0.051252,-10199.51,,0,0,0,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,74529JQD0,FF000FB312D,US74529JQD09,,,PRCGEN,,,,,338289.06,338289.06,338289.06,333495.77,333495.77,333495.77,0,,BBG00NBC3WP9,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,74529JQE8,,587000,72.241,424054.67,424054.67,424054.67,0.078653,-1518.92,,0,0,0,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,74529JQE8,FF000FB312E,US74529JQE81,,,PRCGEN,,,,,492084.73,492084.73,492084.73,487291.44,487291.44,487291.44,0,,BBG00NBC3WR7,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,74529JQF5,,134000,65.738,88088.92,88088.92,88088.92,0.016339,-9042.91,,0,0,0,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,74529JQF5,FF000FB312F,US74529JQF56,,,PRCGEN,,,,,170843.85,170843.85,170843.85,166050.56,166050.56,166050.56,0,,BBG00NBC3WS6,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,74529JQH1,,501000,20.845,104433.45,104433.45,104433.45,0.01937,9605.2,,0,0,0,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,74529JQH1,FF000FB3131,US74529JQH13,,,PRCGEN,,,,,135153.53,135153.53,135153.53,130360.24,130360.24,130360.24,0,,BBG00NBC3WV2,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,74529JRH0,,350000,103.21,361235,361235,361235,0.067001,3863.32,,5218.85,5218.85,5218.85,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,74529JRH0,FF000FC6024,US74529JRH04,,,PRCGEN,,,,,248199.75,248199.75,248199.75,242745.68,242745.68,242745.68,0,,BBG00PWN21G6,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,74529JRJ6,,3971000,103.21,4098469.1,4098469.1,4098469.1,0.760173,-569.38,,59211.58,59211.58,59211.58,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,74529JRJ6,FF000FC6025,US74529JRJ69,,,PRCGEN,,,,,3984790,3984790,3984790,3984790,3984790,3984790,0,,BBG00PWN21H5,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,74529JRK3,,7000,104.081,7285.67,7285.67,7285.67,0.001351,-10199.83,,109.37,109.37,109.37,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,74529JRK3,FF000FC6026,US74529JRK33,,,PRCGEN,,,,,130221.1,130221.1,130221.1,130360.24,130360.24,130360.24,0,,BBG00PWN21J3,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,74529JRL1,,98000,105.565,103453.7,103453.7,103453.7,0.019188,4843.36,,1614.87,1614.87,1614.87,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,74529JRL1,FF000FC6027,US74529JRL16,,,PRCGEN,,,,,134879.1,134879.1,134879.1,130360.24,130360.24,130360.24,0,,BBG00PWN21K1,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,767520HB8,,1000000,124.542,1245420,1245420,1245420,0.230997,-15775.75,,14361.11,14361.11,14361.11,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,767520HB8,FF000F1683E,US767520HB88,,,RIPSCD,,,,,1152160,1152160,1152160,1152160,1152160,1152160,0,,BBG009DTBPB2,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,76827QCR2,,500000,105.872,529360,529360,529360,0.098184,-1575.82,,4888.89,4888.89,4888.89,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,76827QCR2,FF000F04770,US76827QCR20,,,RVIGEN,,,,,535795,535795,535795,535795,535795,535795,0,,BBG00840SQL6,,,,0,0,0,0,,0,0,0
20201104,SCD,2,LATFCALFS,76827QDD2,,1045000,107.115,1119351.75,1119351.75,1119351.75,0.207614,-5656.36,,9985.56,9985.56,9985.56,CUSIP,,1,0.01,N,,N,USD,3,USD,3,USD,3,N,LATFCALFS,LATFCALFS,,,Y,20201105,USD,USD,,,USD,,,N,,,,,SGD,Straight Debt,MUN,Municipal,SBD,Bond,,,,76827QDD2,FF000F0476E,US76827QDD25,,,RVIGEN,,,,,1142467.15,1142467.15,1142467.15,1142467.15,1142467.15,1142467.15,0,,BBG00840SQJ9,,,,0,0,0,0,,0,0,0
